Report_Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Cases being reassigned to states,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Telengana,Tripura,Unassigned,Uttar Pradesh,Uttarakhand,West Bengal
2021-08-02,5001,888423,16830,217210,260270,0,21107,307525,0,3398,0,636035,53880,263444,268431,57896,124909,119017,942518,968438,9747,153,256398,2044071,29126,13885,4383,12158,335620,39292,174646,318193,6110,841797,0,295682,33352,0,601385,96493,571371
2021-08-03,5024,890692,16839,217668,262758,0,22318,314320,0,3416,0,641101,55409,273386,272520,59118,127044,120259,955015,1077327,9831,486,264643,2219727,29291,13972,4428,12217,337744,39868,188391,321532,6174,855121,0,300011,33424,0,604279,97422,576623
2021-08-04,5131,913274,16861,219027,271919,0,29197,396579,0,3812,0,690568,60229,328453,304638,66890,134827,130908,1033560,1144594,10412,770,318014,3173261,29447,14140,4522,12376,344647,42949,260020,346791,6317,911110,0,319054,33612,0,645930,104711,600024
2021-08-05,6311,1245374,19802,283313,567269,0,48442,830117,0,8596,0,1292867,112462,658036,587682,122906,206954,276062,1838885,1824856,15023,3629,649114,4996758,34333,18927,7382,15580,512400,68373,424647,720799,9451,1323965,487199,0,37208,0,1453679,229993,954282
2021-08-06,7131,1763211,29696,438746,713879,0,60707,981860,0,10419,0,1429475,159811,817012,762931,195755,301467,341576,2707481,2642395,19258,8775,785767,5842000,55828,39156,13996,22918,819214,109561,580829,946975,17170,2256681,593103,0,56169,0,1699083,334419,1432019
2021-09-01,4959,884490,16764,216531,254701,0,20201,287556,0,3380,0,629282,51709,250598,264442,56282,122303,116436,925868,801075,9601,0,247436,1961975,28579,13560,4275,11964,331396,38389,168486,312091,5979,824776,0,289433,33302,0,591610,93111,559099
2021-09-02,5005,888485,16831,217229,260670,0,21133,307790,0,3398,0,636160,53937,263676,268507,57925,124952,119055,942846,972180,9753,154,256591,2046287,29130,13886,4386,12160,335692,39318,174838,318294,6110,842261,0,295831,33353,0,601455,96536,571490
2021-09-03,5026,890766,16839,217682,261232,0,22397,314640,0,3421,0,641340,55463,273941,272751,59197,127114,120312,943084,1078739,9833,494,265070,2228471,29296,13973,4432,12217,337803,39882,189620,321711,6174,855677,0,300153,33424,0,604380,97480,576838
2021-09-04,5149,915832,16873,219272,273830,0,29521,407231,0,3842,0,698005,60811,332474,307510,67511,135662,132790,1040130,1148947,10503,778,322338,3229547,29463,14165,4558,12381,345526,43242,263090,350317,6323,915386,0,321182,33644,0,654404,105498,602807
2021-09-05,6341,1265439,20046,289069,580217,0,49312,842356,0,8737,0,1310231,116213,669928,602349,128330,211742,282174,1886448,1866827,15179,3756,660712,5053336,34775,19302,7551,15913,524207,70076,433689,738786,9651,1351362,492385,0,37559,0,1480315,238383,973718
2021-10-01,4959,884689,16767,216565,255386,0,20251,288570,0,3380,0,629801,51790,251273,264721,56366,122425,116672,926767,806603,9608,0,247977,1965556,28646,13592,4292,11975,331602,38425,168734,312521,5984,825537,0,289784,33307,0,592475,93398,559886
2021-10-02,5007,888555,16831,217256,261092,0,21154,307996,0,3398,0,636260,53996,263910,268600,57993,125007,119116,943212,977394,9758,166,256758,2048802,29137,13893,4388,12166,335797,39353,175023,318384,6110,842730,0,295988,33353,0,601562,96590,571636
2021-10-03,5028,890884,16839,217704,262820,0,22502,315030,0,3423,0,641660,55538,274522,273087,59239,127191,120374,956041,1081055,9835,509,265527,2238398,29298,13977,4434,12217,337860,39908,190647,321890,6175,856246,0,300342,33425,0,604527,97529,577026
2021-10-04,5161,918597,16875,219553,276004,0,29943,418678,0,3884,0,706526,61239,337015,310504,68173,136470,134715,1048085,1154010,10619,784,327220,3288540,29475,14207,4583,12388,346808,43465,266494,354287,6329,920827,0,324091,33685,0,663991,106246,606455
2021-10-05,6367,1287603,20165,292368,591476,0,50207,851476,0,8847,0,1323567,118846,681012,615897,131423,216932,286343,1934378,1902628,15317,3881,671763,5101737,35354,19720,7623,16150,534842,71709,442125,756707,9878,1380259,497361,0,37692,0,1503490,244273,993159
2021-11-01,4960,884916,16772,216590,255700,0,20295,289231,0,3380,0,630200,51856,251944,264955,56452,122538,116817,927559,811148,9618,0,248597,1969114,28660,13611,4293,11978,331862,38455,169033,312996,5988,826261,0,290008,33307,0,593171,93621,560709
2021-11-02,5007,888605,16831,217267,261511,0,21171,308218,0,3398,0,636387,54068,264165,268677,58076,125052,119161,943627,983374,9762,181,253072,2052253,29148,13924,4390,12168,335889,39372,175252,318491,6111,843209,0,296134,33353,0,601723,96625,571815
2021-11-03,5028,890884,16839,217704,262820,0,22502,315030,0,3423,0,641660,55538,274522,273087,59239,127191,120374,956041,1081055,9835,509,265527,2238398,29298,13977,4434,12217,337860,39908,190647,321890,6175,856246,0,300342,33425,0,604527,97529,577026
2021-11-04,5175,921906,16878,219958,279473,0,30341,432776,0,4014,0,714423,61779,342026,313441,69114,137475,137088,1055040,1160204,10765,794,332206,3343951,29486,14246,4612,12400,348182,43737,269733,358688,6351,926816,0,327278,33733,0,676739,107479,610498
2021-11-05,6398,1302589,20370,298171,601650,0,51070,863343,0,8928,0,1336218,121650,692604,628615,135782,220546,292530,1973683,1930115,15429,3982,681478,5138973,35778,20129,7796,16283,544873,72975,450674,773194,9924,1409237,502187,0,38158,0,1524767,249814,1012604
2021-12-01,4963,885037,16777,216635,255932,0,20342,290084,0,3382,0,630506,51891,252559,265199,56521,122651,116961,928055,814258,9621,0,249082,1971552,28693,13631,4299,11987,332106,38477,169225,313425,5989,826943,0,290309,33309,0,593680,93777,561321
2021-12-02,5007,888692,16832,217277,261568,0,21184,308472,0,3398,0,636529,54113,264450,268783,58112,125117,119206,944057,988655,9762,187,257068,2052905,29155,13931,4391,12175,335984,39397,175558,318602,6113,843690,0,296277,33353,0,601898,96673,572032
2021-12-03,5028,891004,16840,217726,262864,0,22589,315486,0,3426,0,642030,55607,275197,273446,59347,127288,120436,956801,1083530,9838,524,266043,2252057,29305,13983,4434,12217,337929,39932,192040,322078,6178,856917,0,300536,33425,0,604648,97565,577267
2021-12-04,5190,925401,16882,220310,283229,0,30743,443297,0,4083,0,725197,62304,347495,316881,69686,138390,139384,1065290,1167190,10780,799,338145,3407245,29496,14273,4619,12405,349561,44043,272772,363793,6405,933434,0,329529,33743,0,692015,108812,614896
2021-12-05,6426,1322934,20575,304429,612570,0,51857,873060,0,9021,0,1348699,124774,703594,640252,140759,224898,296895,2013193,1967405,15564,3982,691232,5179929,36370,20579,8035,16552,554666,75024,459268,789274,10165,1438509,506988,0,38574,0,1545212,256934,1032740
